"","Community","Geo_Group","X","Geo_ID","N_Violent_19","Crowded_Housing_._1216","Income_Diversity_1418","Vegetation_Index_17","Vacant_Housing_._1216","Aerosol_Optical_Depth_17","Overall_Health_Status_._1618","Foreign_Born_._1216","Single_Parents_Households1216","Neighborhood_Safety_._1618","Mobility.Rate_2018","X65._._2018","Total_Population_2018","Total_Population.1000","Big_Community..66p.","X._Poverty_2018","X._0.4_2018","X._5.17_2018","X._0.17","Covid_Cases_0905","Covid_Deaths_0905","Covid_Cases_Rate10k","Covid_Death_Rate10k","Has_Police","N_Active_Business_Licenses","Active_Bus_Rate_10k","Burglary_2019","Burglary_Rate_19_10k","Assault_2019","Assault_Rate_19_10k","Narcotics_2019","Narcotics_Rate_10k","Robbery_2019","Robbery_Rate_10k","Burglary","Burglary p val","Burglary_Sig","burglary_sig_drop","Assault","Assault p val","Assault_Sig","assault_sig_drop","Narcotics","Narcotics p val","Narcotics_Sig","narcotics_sig_drop","Robbery","Robbery p val","Robbery_Sig","robbery_sig_drop"
"53",53,"53-West Pullman","West Pullman",53,146,2.836273952,61.5,0.37,18.1,0.15,70.6,3.4,16.9,62.3,17.4,15.4,27733,27.733,0,29.1,7,18.7,25.7,1368,101,493.2751596,177.8657771,1,1364,491.8328345,181,65.26520751,339,122.2370461,159,57.33241986,90,32.4523131,0.441548511094391,0.0566037735849057,0,"0",0.071097868519455,0.382205513784461,0,"0",-0.850535222638228,0.00100200400801603,1,"1",0.301301663762913,0.129979035639413,0,"0"
"54",54,"54-Riverdale","Riverdale",54,44,10.50228311,34,0.38,27.3,0.173,90.5,2.1,45.2,30.4,22.8,4.7,7394,7.394,0,62.9,13.8,29.1,42.9,800,63,1081.958345,1463.292324,1,765,1034.622667,39,52.7454693,176,238.0308358,33,44.63078171,24,32.4587503,-0.454312566837587,0.235,0,"0",-0.137642646313343,0.314245810055866,0,"0",-0.551277585106627,0.191294387170676,0,"0",-0.305063020286285,0.365339578454333,0,"0"
"55",55,"55-Hegewisch","Hegewisch",55,8,2.125874126,65.6,0.36,8,0.189,57.5,13.2,5.7,73.7,7,12.9,9384,9.384,0,15.9,6.2,15.2,21.4,774,37,824.8081841,878.9516029,1,1037,1105.072464,25,26.64109122,52,55.41346974,2,2.131287298,11,11.7220801,0.126323236648833,0.480337078651685,0,"0",-0.143965299770857,0.351791530944625,0,"0",-1,0.286904761904762,0,"0",0.852572482859885,0.226226226226226,0,"0"
"56",56,"56-Garfield Ridge","Garfield Ridge",56,37,3.199534613,65.1,0.26,4.7,0.162,81.1,23,9,84.9,7.9,14.7,36452,36.452,0,7,6.3,16.5,22.8,4440,95,1218.040162,334.1490624,1,3223,884.1764512,98,26.88467025,112,30.72533743,61,16.73433556,27,7.407001,-0.2644588411555,0.287943262411348,0,"0",-0.0728036030459983,0.406424581005587,0,"0",-0.741915576881618,0.116116116116116,0,"0",-0.194110157879892,0.329161451814768,0,"0"
"57",57,"57-Archer Heights","Archer Heights",57,17,8.946830266,62,0.16,8.4,0.172,71.5,41.7,14.1,67.2,9.7,11.8,13169,13.169,0,18.7,7,21.3,28.3,1816,37,1378.996127,1047.153259,0,1471,1117.017237,47,35.68987774,60,45.56154606,15,11.39038651,11,8.3529501,-0.728890118261319,0.094,0,"0",-0.107354173323545,0.428,0,"0",-1,0.360169491525424,0,"0",-0.073601830485099,0.432584269662921,0,"0"
"58",58,"58-Brighton Park","Brighton Park",58,91,13.21296676,59.4,0.18,12.7,0.166,81.6,46.4,13.8,59.5,9.1,7.5,44813,44.813,1,24.4,7.2,23,30.2,2836,67,632.8520742,141.2206445,1,2760,615.8927097,116,25.88534577,171,38.15857006,82,18.29826167,63,14.0584205,-0.3702826395364,0.173363949483352,0,"0",-0.341118958280295,0.132132132132132,0,"0",-1,0.006,1,"1",-0.304353309636038,0.30761421319797,0,"0"
"59",59,"59-McKinley Park","McKinley Park",59,29,5.835595192,63.2,0.2,7.7,0.164,88.5,35.7,11.3,79.3,7.8,10,15767,15.767,0,25.1,6.8,17.8,24.6,3947,95,2503.329739,1587.701997,1,4411,2797.615272,51,32.3460392,51,32.3460392,16,10.147777,23,14.5874294,-0.281719845502705,0.328585961342828,0,"0",0.142323967437507,0.373809523809524,0,"0",-1,0.216627634660422,0,"0",0.385851413105858,0.348173515981735,0,"0"
"60",60,"60-Bridgeport","Bridgeport",60,50,4.857848212,64.7,0.18,8.6,0.176,75.9,35.9,7.8,81.7,5.7,11.7,33696,33.696,0,18.5,5.5,13,18.5,2427,87,720.2635328,213.7534226,1,4258,1263.651472,94,27.89648623,122,36.20607787,40,11.8708452,18,5.3418803,-0.627777930419641,0.130434782608696,0,"0",0.0277530840191789,0.470782800441014,0,"0",-0.108710201773295,0.433,0,"0",-0.397175470483671,0.247,0,"0"
"61",61,"61-New City","New City",61,200,10.12689932,55.8,0.24,22.7,0.172,67.6,30.2,18.6,53.5,13.1,9.7,39646,39.646,0,32,8.4,21.3,29.7,1020,30,257.2769006,64.89353291,1,1289,325.1273773,161,40.60939313,373,94.08263129,248,62.55359935,123,31.0245674,-0.499627471028291,0.0575139146567718,0,"0",0.145074032550511,0.241525423728814,0,"0",-0.799818129817686,0.001001001001001,1,"1",-0.272991054788534,0.256027554535017,0,"0"
"62",62,"62-West Elsdon","West Elsdon",62,29,8.80859375,63,0.26,4.8,0.168,82.9,38.8,13.5,85.3,4.2,9.4,19210,19.21,0,10.9,5.7,22.5,28.2,3722,74,1937.532535,1008.606213,1,2456,1278.500781,71,36.95991671,66,34.35710567,30,15.61686622,26,13.5346174,-1,0.0219244823386114,1,"1",-0.424649559468725,0.163,0,"0",-0.29980546133227,0.369047619047619,0,"0",-0.691578014090946,0.073,0,"0"
"63",63,"63-Gage Park","Gage Park",63,103,12.79835391,59.2,0.24,8.9,0.168,70.9,41.9,17.5,58.4,7.2,6.6,40873,40.873,1,18.5,8.3,24.1,32.4,5224,141,1278.105351,312.7016247,1,4263,1042.986813,123,30.09321557,207,50.64467986,74,18.1048614,98,23.9767083,-0.689917587329758,0.0354838709677419,1,"1",-0.193910841927867,0.196,0,"0",-0.797851901520487,0.0100200400801603,1,"1",-0.340077048568351,0.210772833723653,0,"0"
"64",64,"64-Clearing","Clearing",64,23,3.374162237,61.4,0.24,5.6,0.167,78,19.7,9.4,75,8.3,12,25891,25.891,0,9.8,7.4,17.1,24.5,2624,58,1013.479588,391.440882,1,1689,652.3502375,58,22.40160674,71,27.42265652,22,8.497161176,13,5.0210498,-0.251555931051011,0.258293838862559,0,"0",-0.103079625566556,0.38877755511022,0,"0",-0.224124710493506,0.392392392392392,0,"0",-0.406512798575269,0.269874476987448,0,"0"
"65",65,"65-West Lawn","West Lawn",65,46,6.189836579,61.5,0.23,7.9,0.172,74.2,35.4,13,72.2,7.6,8.7,33108,33.108,0,16.3,6.8,23.1,29.9,2473,49,746.9493778,225.6099365,1,1460,440.9810318,93,28.08988764,126,38.05726713,29,8.759212275,51,15.4041319,-0.842363308999627,0.0396158463385354,1,"1",-0.311649535773067,0.126315789473684,0,"0",-0.780961262614786,0.0170523751522534,1,"1",-0.237546475821341,0.355,0,"0"
"66",66,"66-Chicago Lawn","Chicago Lawn",66,260,6.899151744,56.7,0.29,15.5,0.173,74.1,23.6,18.9,62.2,12.9,9.3,53098,53.098,1,27.4,7.6,20.3,27.9,2388,74,449.7344533,84.69894408,1,1503,283.0615089,301,56.68763419,609,114.6935854,244,45.95276658,226,42.5628084,-0.128838431374383,0.253306205493388,0,"0",-0.375710438817542,0.0111902339776195,1,"1",-0.864714015740183,0.00114810562571757,1,"1",-0.278253642264614,0.11943793911007,0,"0"
"67",67,"67-West Englewood","West Englewood",67,249,3.738995339,54,0.33,25.6,0.167,74.5,2.7,19.3,52,13.9,17.3,29929,29.929,0,33.6,6.7,17.8,24.5,482,37,161.0478132,53.80995461,1,518,173.0762805,269,89.8793812,732,244.5788366,370,123.6259147,214,71.502556,-0.358334520215075,0.0833333333333333,0,"0",-0.246537824652261,0.0516483516483516,0,"0",-0.829265035124625,0.00139664804469274,1,"1",0.0212435948342454,0.462637362637363,0,"0"
"68",68,"68-Englewood","Englewood",68,235,4.014797084,45.3,0.34,35.4,0.166,73.5,2.4,22.2,55.3,20.5,13.2,25075,25.075,0,45.3,9.5,18.9,28.4,1683,125,671.1864407,267.6715616,1,1650,658.0259222,231,92.12362911,619,246.8594217,368,146.7597208,218,86.9391825,-0.604063543555935,0.00838574423480084,1,"1",-0.267014389504872,0.0529100529100529,0,"0",-0.828107699163015,0.00160771704180064,1,"1",-0.58968191716197,0.00160771704180064,1,"1"
"69",69,"69-Greater Grand Crossing","Greater Grand Crossing",69,254,3.945959305,53.6,0.29,22.1,0.169,74.3,1.6,20.2,57.5,19.8,13.4,31766,31.766,0,37.5,6.8,17.7,24.5,2297,143,723.10017,227.6333722,1,2463,775.3573003,277,87.2001511,681,214.3801549,335,105.4586665,230,72.4044576,-0.302564969660143,0.0890890890890891,0,"0",-0.204538939831269,0.0595238095238095,0,"0",-0.802615389254794,0.00210526315789474,1,"1",-0.068183355845487,0.371508379888268,0,"0"
"70",70,"70-Ashburn","Ashburn",70,86,3.124756487,63.2,0.3,4.8,0.177,84.1,17.1,13.8,87.2,8.5,10.6,43792,43.792,1,11.7,6.4,19.9,26.3,3303,106,754.2473511,172.2340499,1,2301,525.4384362,147,33.56777494,230,52.5210084,32,7.307270734,69,15.7563025,-0.353400297082475,0.137005649717514,0,"0",-0.387299970566797,0.0571761960326721,0,"0",-0.442980260423205,0.177956371986223,0,"0",-0.545933126789654,0.0436548223350254,1,"1"
"71",71,"71-Auburn Gresham","Auburn Gresham",71,318,1.817234794,58.2,0.3,16.1,0.163,78.4,1.6,15.6,57.9,21.3,16.6,46278,46.278,1,28.9,5.6,17.1,22.7,830,57,179.3508795,38.75510598,1,841,181.7278188,306,66.12213147,755,163.1444747,397,85.78590259,260,56.1822032,-0.0732697199167241,0.36783042394015,0,"0",-0.332189794188243,0.0233977619532045,1,"1",-0.711151857387653,0.00418994413407821,1,"1",-0.413114559645218,0.061,0,"0"
"72",72,"72-Beverly","Beverly",72,12,0.61760841,60.8,0.45,5.3,0.169,94,3.1,4.7,89.7,6.4,15.6,20822,20.822,0,4.6,6.8,17.2,24,1588,102,762.6548843,366.2735973,1,1674,803.9573528,80,38.42090097,58,27.8551532,12,5.763135146,15,7.2039189,-0.472129443108807,0.133550488599349,0,"0",-0.75782029806773,0.0638297872340425,0,"0",-1,0.307486631016043,0,"0",-0.727413843469468,0.0929411764705882,0,"0"
"73",73,"73-Washington Heights","Washington Heights",73,109,2.050688821,64.1,0.34,8.9,0.171,86.9,1.5,13.5,66,15.1,18.4,27453,27.453,0,19.8,4.2,15.6,19.8,2173,155,791.5346228,288.3235431,1,2163,787.8920337,133,48.44643573,281,102.3567552,132,48.08217681,84,30.5977489,-0.0230401343386214,0.486126526082131,0,"0",-0.18726965872075,0.167372881355932,0,"0",-0.739825537194752,0.0637362637362637,0,"0",-0.112656873276792,0.408421052631579,0,"0"
"74",74,"74-Mount Greenwood","Mount Greenwood",74,4,2.860185608,60,0.38,6.8,0.159,91.3,4,5.8,96.3,2.3,11.9,19277,19.277,0,3.6,7.8,16.6,24.4,190,7,98.56305442,51.12987208,0,234,121.3881828,27,14.00632879,27,14.00632879,12,6.225035016,3,1.5562588,-0.590630411924034,0.227963525835866,0,"0",-0.129694626937119,0.412412412412412,0,"0",-1,0.052,0,"0",-1,0.371371371371371,0,"0"
"75",75,"75-Morgan Park","Morgan Park",75,49,1.437391472,65.7,0.39,10.4,0.154,85.9,4,9.4,83.6,19.3,18,22937.7,22.9377,0,17.6,5.7,17.7,23.4,1533,105,668.3320472,291.3683792,1,1556,678.3592078,73,31.82533558,154,67.13837917,63,27.46570057,39,17.0025765,0.381214337133373,0.205205205205205,0,"0",-0.336951844067035,0.117096018735363,0,"0",-0.713974231974269,0.112,0,"0",0.708662234068615,0.069634703196347,0,"0"
"76",76,"76-O'Hare","O'Hare",76,6,4.509399109,62.3,0.28,6.2,0.179,96.5,47.1,5.9,88.8,9.1,15.1,12139,12.139,0,15.1,5.1,11,16.1,1228,36,1011.615454,833.3597943,0,1929,1589.093006,12,9.885493039,75,61.78433149,51,42.01334542,8,6.5903287,1.00498544798484,0.306791569086651,0,"0",-0.588905047133351,0.0375,1,"1",-1,0.241234221598878,0,"0",-0.476628048644618,0.233412322274882,0,"0"
"77",77,"77-Edgewater","Edgewater",77,25,4.332507762,65.5,0.25,11.4,0.18,87,28.8,3.9,92.4,9.3,14.6,55965,55.965,1,16.3,3.9,6.7,10.6,864,85,154.3822032,27.5854915,0,1758,314.1248995,96,17.15357813,189,33.77110694,21,3.752345216,68,12.1504512,-0.227756500784474,0.29608938547486,0,"0",-0.270834911270239,0.135,0,"0",-0.596077301932891,0.285714285714286,0,"0",-0.429330094027648,0.169,0,"0"
