"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"1.Average",0.25,0.281200320580863,0.0519505327464251,0.510038187396529,0.123999011050792,-0.031200320580863,-0.260038187396529,0.198049467253575,0.123999011050792,-0.110954071874505,-0.924743566648074,0.704300289716857,0.440963263465178,0.05,0.38268156424581
"1.Cumulative",15,16.8720192348518,3.1170319647855,30.6022912437917,7.43994066304749,-1.87201923485178,-15.6022912437917,11.8829680352145,7.43994066304749,-0.110954071874505,-0.924743566648074,0.704300289716857,0.440963263465178,0.05,0.38268156424581
"10.Average",0.0666666666666667,0.102335329367202,-0.0497070066729632,0.240107319151728,0.0758093936730668,-0.035668662700535,-0.173440652485062,0.11637367333963,0.0758093936730668,-0.348546908688279,-1.69482673830773,1.13717983866603,0.740793957881799,0.05,0.324355971896956
"10.Cumulative",4,6.1401197620321,-2.98242040037779,14.4064391491037,4.54856362038401,-2.1401197620321,-10.4064391491037,6.98242040037778,4.54856362038401,-0.348546908688279,-1.69482673830773,1.13717983866603,0.740793957881799,0.05,0.324355971896956
"11.Average",0.0166666666666667,0.156610417993559,0.0308578130976077,0.304430806357958,0.067058704603301,-0.139943751326892,-0.287764139691292,-0.0141911464309411,0.067058704603301,-0.893578812443038,-1.83745208893528,-0.0906143193585291,0.428188018794886,0.05,0.0124223602484472
"11.Cumulative",1,9.39662507961353,1.85146878585646,18.2658483814775,4.02352227619806,-8.39662507961353,-17.2658483814775,-0.851468785856465,4.02352227619806,-0.893578812443038,-1.83745208893528,-0.0906143193585291,0.428188018794886,0.05,0.0124223602484472
"12.Average",0.0333333333333333,0.120215601605575,-0.00239629823092707,0.245082134152684,0.0660224381276325,-0.0868822682722416,-0.211748800819351,0.0357296315642604,0.0660224381276325,-0.72272040493796,-1.76140865238186,0.29721293315562,0.549200247271156,0.05,0.0932203389830508
"12.Cumulative",2,7.2129360963345,-0.143777893855624,14.704928049161,3.96134628765795,-5.2129360963345,-12.704928049161,2.14377789385562,3.96134628765795,-0.72272040493796,-1.76140865238186,0.29721293315562,0.549200247271156,0.05,0.0932203389830508
"13.Average",0.1,0.097827981063278,-0.0337798985514704,0.219669929406588,0.0663864055081282,0.00217201893672199,-0.119669929406588,0.13377989855147,0.0663864055081282,0.0222024303590305,-1.22326892680308,1.36750137432498,0.678603450532088,0.05,0.489010989010989
"13.Cumulative",6,5.86967886379668,-2.02679391308822,13.1801957643953,3.98318433048769,0.130321136203319,-7.18019576439528,8.02679391308822,3.98318433048769,0.0222024303590305,-1.22326892680308,1.36750137432498,0.678603450532088,0.05,0.489010989010989
"14.Average",0.233333333333333,0.260661428169012,0.0533626802618939,0.446010190722479,0.101682625229671,-0.0273280948356787,-0.212676857389145,0.179970653071439,0.101682625229671,-0.104841345448162,-0.815912269349059,0.690438375695337,0.390094637108105,0.05,0.408898305084746
"14.Cumulative",14,15.6396856901407,3.20176081571363,26.7606114433487,6.10095751378026,-1.63968569014072,-12.7606114433487,10.7982391842864,6.10095751378026,-0.104841345448162,-0.815912269349059,0.690438375695337,0.390094637108105,0.05,0.408898305084746
"15.Average",0.233333333333333,0.296737973442327,0.0675353645736741,0.528732093895415,0.121718912333314,-0.063404640108994,-0.295398760562082,0.165797968759659,0.121718912333314,-0.213672147765467,-0.99548688405225,0.558735260055561,0.410189875334477,0.05,0.309
"15.Cumulative",14,17.8042784065396,4.05212187442045,31.7239256337249,7.30313473999881,-3.80427840653964,-17.7239256337249,9.94787812557954,7.30313473999881,-0.213672147765467,-0.99548688405225,0.558735260055561,0.410189875334477,0.05,0.309
"16.Average",0.25,0.216746890058402,-0.0508128999106931,0.476318380285668,0.13169954356601,0.033253109941598,-0.226318380285669,0.300812899910693,0.13169954356601,0.153419086809679,-1.04415975806937,1.38785336126225,0.607619069092635,0.05,0.412011173184358
"16.Cumulative",15,13.0048134035041,-3.04877399464159,28.5791028171401,7.9019726139606,1.99518659649588,-13.5791028171401,18.0487739946416,7.9019726139606,0.153419086809679,-1.04415975806937,1.38785336126225,0.607619069092635,0.05,0.412011173184358
"17.Average",0.0666666666666667,0.175772088495593,-0.0145788542526818,0.369678114192668,0.100169270170497,-0.109105421828926,-0.303011447526001,0.0812455209193484,0.100169270170497,-0.620720973180346,-1.72388830399315,0.462220831616195,0.569881549612514,0.05,0.150473933649289
"17.Cumulative",4,10.5463253097356,-0.874731255160909,22.1806868515601,6.01015621022979,-6.54632530973558,-18.1806868515601,4.87473125516091,6.01015621022979,-0.620720973180346,-1.72388830399315,0.462220831616195,0.569881549612514,0.05,0.150473933649289
"18.Average",0.0333333333333333,0.0510513181850595,-0.05945867079747,0.157996991574343,0.0549162387704076,-0.0177179848517262,-0.12466365824101,0.0927920041308033,0.0549162387704076,-0.347062240146259,-2.44192829241172,1.81762209928518,1.07570657767029,0.05,0.38268156424581
"18.Cumulative",2,3.06307909110357,-3.5675202478482,9.47981949446059,3.29497432622445,-1.06307909110357,-7.47981949446059,5.5675202478482,3.29497432622445,-0.347062240146259,-2.44192829241172,1.81762209928518,1.07570657767029,0.05,0.38268156424581
"19.Average",0.133333333333333,0.294408031934596,0.0393821380486393,0.555270512346617,0.133149012363109,-0.161074698601263,-0.421937179013284,0.0939511952846941,0.133149012363109,-0.547113805091588,-1.43317142620287,0.319118995046867,0.452260121737061,0.05,0.123333333333333
